PSTAR: Stopping Powers and Range Tables for Protons

CARBON (Graphite, density 1.7 g/cm3)

Kinetic   Electron. Nuclear   Total     CSDA      Projected Detour
6.000E-01 3.237E+02 2.505E-01 3.240E+02 1.257E-03 1.236E-03 0.9836
6.500E-01 3.071E+02 2.335E-01 3.073E+02 1.415E-03 1.394E-03 0.9851
7.000E-01 2.923E+02 2.187E-01 2.925E+02 1.582E-03 1.561E-03 0.9864
7.500E-01 2.791E+02 2.058E-01 2.793E+02 1.757E-03 1.735E-03 0.9874
8.000E-01 2.673E+02 1.943E-01 2.675E+02 1.940E-03 1.917E-03 0.9884
8.500E-01 2.566E+02 1.842E-01 2.568E+02 2.131E-03 2.108E-03 0.9891
9.000E-01 2.468E+02 1.750E-01 2.470E+02 2.329E-03 2.306E-03 0.9898
9.500E-01 2.378E+02 1.668E-01 2.380E+02 2.536E-03 2.512E-03 0.9905
1.000E+00 2.295E+02 1.594E-01 2.297E+02 2.750E-03 2.725E-03 0.9910
1.250E+00 1.967E+02 1.305E-01 1.968E+02 3.930E-03 3.902E-03 0.9929
1.500E+00 1.730E+02 1.108E-01 1.731E+02 5.288E-03 5.257E-03 0.9941
1.750E+00 1.550E+02 9.640E-02 1.551E+02 6.816E-03 6.781E-03 0.9949
2.000E+00 1.408E+02 8.541E-02 1.409E+02 8.509E-03 8.471E-03 0.9955
2.250E+00 1.292E+02 7.674E-02 1.293E+02 1.036E-02 1.032E-02 0.9959
2.500E+00 1.196E+02 6.971E-02 1.196E+02 1.238E-02 1.233E-02 0.9962
2.750E+00 1.114E+02 6.390E-02 1.115E+02 1.454E-02 1.449E-02 0.9965
3.000E+00 1.044E+02 5.901E-02 1.045E+02 1.686E-02 1.680E-02 0.9967
3.500E+00 9.296E+01 5.122E-02 9.301E+01 2.194E-02 2.188E-02 0.9970
4.000E+00 8.394E+01 4.529E-02 8.399E+01 2.761E-02 2.753E-02 0.9972
4.500E+00 7.667E+01 4.063E-02 7.671E+01 3.384E-02 3.376E-02 0.9974
5.000E+00 7.065E+01 3.685E-02 7.069E+01 4.064E-02 4.054E-02 0.9975
5.500E+00 6.559E+01 3.373E-02 6.562E+01 4.799E-02 4.787E-02 0.9976
6.000E+00 6.126E+01 3.112E-02 6.130E+01 5.588E-02 5.575E-02 0.9977
6.500E+00 5.752E+01 2.888E-02 5.755E+01 6.430E-02 6.416E-02 0.9978
7.000E+00 5.425E+01 2.696E-02 5.428E+01 7.325E-02 7.309E-02 0.9979
7.500E+00 5.136E+01 2.528E-02 5.139E+01 8.272E-02 8.255E-02 0.9979
8.000E+00 4.879E+01 2.380E-02 4.881E+01 9.271E-02 9.252E-02 0.9980
8.500E+00 4.650E+01 2.249E-02 4.652E+01 1.032E-01 1.030E-01 0.9980
9.000E+00 4.442E+01 2.132E-02 4.444E+01 1.142E-01 1.140E-01 0.9980
9.500E+00 4.254E+01 2.027E-02 4.256E+01 1.257E-01 1.255E-01 0.9981
1.000E+01 4.082E+01 1.932E-02 4.084E+01 1.377E-01 1.374E-01 0.9981
1.250E+01 3.411E+01 1.567E-02 3.413E+01 2.050E-01 2.046E-01 0.9982
1.500E+01 2.944E+01 1.320E-02 2.945E+01 2.841E-01 2.836E-01 0.9983
1.750E+01 2.598E+01 1.141E-02 2.599E+01 3.746E-01 3.740E-01 0.9983
2.000E+01 2.331E+01 1.006E-02 2.332E+01 4.764E-01 4.756E-01 0.9984
2.500E+01 1.945E+01 8.149E-03 1.946E+01 7.122E-01 7.111E-01 0.9985
2.750E+01 1.800E+01 7.446E-03 1.801E+01 8.459E-01 8.446E-01 0.9985
3.000E+01 1.678E+01 6.858E-03 1.678E+01 9.898E-01 9.883E-01 0.9985
3.500E+01 1.481E+01 5.926E-03 1.482E+01 1.308E+00 1.306E+00 0.9985
4.000E+01 1.331E+01 5.221E-03 1.331E+01 1.664E+00 1.662E+00 0.9986
4.500E+01 1.211E+01 4.669E-03 1.211E+01 2.058E+00 2.056E+00 0.9986
5.000E+01 1.113E+01 4.225E-03 1.114E+01 2.489E+00 2.486E+00 0.9986
5.500E+01 1.032E+01 3.859E-03 1.033E+01 2.956E+00 2.952E+00 0.9986
6.000E+01 9.642E+00 3.553E-03 9.645E+00 3.457E+00 3.453E+00 0.9987
6.500E+01 9.056E+00 3.293E-03 9.060E+00 3.992E+00 3.987E+00 0.9987
7.000E+01 8.549E+00 3.069E-03 8.553E+00 4.561E+00 4.555E+00 0.9987
7.500E+01 8.106E+00 2.874E-03 8.109E+00 5.161E+00 5.155E+00 0.9987
8.000E+01 7.714E+00 2.703E-03 7.717E+00 5.794E+00 5.786E+00 0.9987
8.500E+01 7.366E+00 2.551E-03 7.368E+00 6.457E+00 6.449E+00 0.9987
9.000E+01 7.054E+00 2.416E-03 7.056E+00 7.151E+00 7.142E+00 0.9987
9.500E+01 6.773E+00 2.295E-03 6.775E+00 7.874E+00 7.864E+00 0.9987
1.000E+02 6.518E+00 2.186E-03 6.520E+00 8.627E+00 8.616E+00 0.9988
1.250E+02 5.536E+00 1.768E-03 5.538E+00 1.281E+01 1.279E+01 0.9988
1.500E+02 4.867E+00 1.486E-03 4.868E+00 1.764E+01 1.762E+01 0.9988
1.750E+02 4.381E+00 1.283E-03 4.382E+00 2.306E+01 2.303E+01 0.9989
2.000E+02 4.013E+00 1.130E-03 4.014E+00 2.903E+01 2.900E+01 0.9989
2.250E+02 3.723E+00 1.010E-03 3.724E+00 3.550E+01 3.547E+01 0.9989
2.500E+02 3.491E+00 9.141E-04 3.492E+00 4.244E+01 4.240E+01 0.9989
2.750E+02 3.299E+00 8.349E-04 3.300E+00 4.981E+01 4.976E+01 0.9990
3.000E+02 3.140E+00 7.686E-04 3.140E+00 5.758E+01 5.753E+01 0.9990
3.500E+02 2.888E+00 6.638E-04 2.889E+00 7.422E+01 7.414E+01 0.9990
4.000E+02 2.699E+00 5.847E-04 2.700E+00 9.214E+01 9.206E+01 0.9990
4.500E+02 2.553E+00 5.228E-04 2.554E+00 1.112E+02 1.111E+02 0.9991
5.000E+02 2.437E+00 4.730E-04 2.438E+00 1.313E+02 1.311E+02 0.9991
5.500E+02 2.343E+00 4.321E-04 2.344E+00 1.522E+02 1.521E+02 0.9991
6.000E+02 2.266E+00 3.979E-04 2.266E+00 1.739E+02 1.737E+02 0.9991
6.500E+02 2.201E+00 3.688E-04 2.202E+00 1.963E+02 1.961E+02 0.9992
7.000E+02 2.147E+00 3.438E-04 2.147E+00 2.193E+02 2.191E+02 0.9992
7.500E+02 2.100E+00 3.220E-04 2.101E+00 2.428E+02 2.426E+02 0.9992
8.000E+02 2.060E+00 3.029E-04 2.061E+00 2.669E+02 2.667E+02 0.9992
8.500E+02 2.026E+00 2.860E-04 2.026E+00 2.913E+02 2.911E+02 0.9992
9.000E+02 1.996E+00 2.710E-04 1.996E+00 3.162E+02 3.160E+02 0.9992
9.500E+02 1.969E+00 2.575E-04 1.969E+00 3.414E+02 3.412E+02 0.9993
1.000E+03 1.946E+00 2.453E-04 1.946E+00 3.670E+02 3.667E+02 0.9993
1.500E+03 1.816E+00 1.672E-04 1.816E+00 6.345E+02 6.341E+02 0.9994
2.000E+03 1.771E+00 1.275E-04 1.772E+00 9.138E+02 9.133E+02 0.9995
2.500E+03 1.757E+00 1.034E-04 1.757E+00 1.197E+03 1.197E+03 0.9995
3.000E+03 1.755E+00 8.710E-05 1.755E+00 1.482E+03 1.482E+03 0.9995
4.000E+03 1.768E+00 6.650E-05 1.768E+00 2.050E+03 2.050E+03 0.9996
5.000E+03 1.787E+00 5.395E-05 1.787E+00 2.613E+03 2.612E+03 0.9997
6.000E+03 1.808E+00 4.548E-05 1.808E+00 3.169E+03 3.168E+03 0.9997
7.000E+03 1.828E+00 3.937E-05 1.828E+00 3.719E+03 3.718E+03 0.9997
8.000E+03 1.847E+00 3.474E-05 1.847E+00 4.264E+03 4.263E+03 0.9997
9.000E+03 1.864E+00 3.112E-05 1.864E+00 4.803E+03 4.801E+03 0.9998
1.000E+04 1.881E+00 2.820E-05 1.881E+00 5.337E+03 5.335E+03 0.9998
